,id,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
5630,1044535426,93101056,USD,0,494,11,4.5,4.5,5.0.0,4+,Travel,37,0,3,1
5631,1044550538,53769216,USD,0,1,1,5,5,1.0.0,17+,Games,38,0,1,1
5633,1044671796,179616768,USD,4.99,21,0,4,0,1.35,4+,Games,37,5,1,1
5634,1044677336,193079296,USD,0.99,3229,1109,4.5,4.5,1.5.0,4+,Games,38,5,10,1
5635,1044733380,774814720,USD,6.99,75,52,4.5,4.5,1.0.2,9+,Games,37,5,3,1
5636,1044764933,1069375488,USD,6.99,76,76,4,4,1.0.0,9+,Games,24,5,3,1
5637,1044818466,331105280,USD,1.99,72,70,3.5,3.5,1.5,12+,Games,37,5,1,1
5638,1044837432,608198656,USD,6.99,84,84,4.5,4.5,1.0.0,9+,Games,24,5,3,1
5639,1044848003,291862528,USD,0,1416,16,4.5,3.5,1.2.3,9+,Games,40,5,1,1
5640,1044867788,182986752,USD,4.99,6380,71,4.5,4.5,2.1.10,4+,Lifestyle,37,5,16,1
5641,1044871992,66934784,USD,0,3895,13,4.5,4.5,1.1.0,12+,Entertainment,37,4,1,1
5643,1044923803,0,0,0,0,0,1.1,17+,Lifestyle,38,0,1,1,,
5645,1044950341,41596928,USD,2.99,56,2,3,5,2.0.4,4+,Health & Fitness,37,5,23,1
5646,1044953131,72565760,USD,0,1086,112,4.5,4,1.1.2,4+,Games,38,5,1,1
5650,1045102110,55447552,USD,0,1521,129,4.5,4,1.0.1,9+,Games,38,5,1,1
5651,1045164931,196746240,USD,2.99,129,40,4,4,1.2,9+,Games,40,5,1,1
5652,1045165396,100562944,USD,0,21977,563,5,5,1.17,4+,Games,38,5,7,1
5653,1045232937,30718976,USD,2.99,17,4,4.5,4.5,1.1,4+,Games,38,5,11,1
5654,1045268097,55059456,USD,0.99,40,4,4.5,5,1.2,12+,Travel,37,0,31,1
5655,1045352003,30137344,USD,0,0,0,0,0,2.3,12+,Entertainment,37,3,1,1
5659,1045436888,206807040,USD,0,1753,16,4,4,1.91,4+,Games,38,5,1,1
5661,1045504326,128228352,USD,1.99,35,35,4.5,4.5,1,9+,Games,40,5,1,1
5662,1045516045,189799424,USD,0,17012,3154,4.5,4.5,2.7.0,12+,Games,37,5,1,1
5663,1045605097,26803200,USD,1.99,83,17,4,5,1.2.4,4+,Productivity,37,5,1,1
5664,1045823211,177516544,USD,0,93,79,4.5,4.5,1.1.0,9+,Games,38,5,1,1
5665,1045850132,0,0,0,0,0,2.0.15,9+,Games,40,5,1,1,,
5666,1045901853,55445504,USD,0,117470,117470,4.5,4.5,1,4+,Games,40,5,1,1
5667,1045947023,528630784,USD,0,335,35,4,4.5,1.1.5,12+,Games,38,5,13,1
5669,1046195811,47296512,USD,4.99,127,12,3.5,4.5,1.7,12+,Games,43,0,1,1
5670,1046280177,99257344,USD,1.99,7,3,5,5,9999.1.2,4+,Games,40,5,1,1
5671,1046345589,19116032,USD,1.99,12,10,4,4,1.1,4+,Sports,38,0,1,1
5673,1046429579,163401728,USD,0,251,34,2.5,3,5.3,17+,Games,40,4,1,1
5674,1046432580,46980096,USD,0,355,29,2.5,2.5,2.1,12+,Entertainment,37,4,1,1
5675,1046448102,104295424,USD,0,0,0,0,0,6.1.2,4+,Weather,37,5,1,1
5676,1046480662,8976384,USD,3.99,18,0,2,0,1.07,4+,Utilities,37,3,1,1
5677,1046505126,135446528,USD,0,67,15,3.5,3.5,1.3,4+,Games,38,5,23,1
5678,1046510029,92542976,USD,0,915,104,3,2.5,4.1.0,4+,Music,35,5,19,1
5679,1046553860,2012160,USD,1.99,99,36,4,4,1.1,4+,Games,37,0,1,1
5680,1046593064,187282432,USD,0,38571,1223,4.5,4.5,2.901.17125,4+,Games,37,5,10,1
5681,1046598440,47495168,USD,0.99,1,1,4,4,1.5,9+,Entertainment,37,5,1,1
5682,1046617847,256558080,USD,0.99,559,172,4,4,1.3.2,9+,Games,40,5,1,1
5683,1046621147,75634688,USD,0,58,7,2.5,1,1.01,4+,Games,38,4,1,1
5684,1046684325,32470016,USD,0,5448,371,4.5,5,1.4.5,4+,Shopping,37,0,1,1
5685,1046694770,170795008,USD,2.99,22,7,4,3.5,1.06,4+,Education,38,5,1,1
5687,1046787882,0,20,0,4.5,0,1.0.18,4+,Games,40,4,3,1,,
5688,1046824077,87465984,USD,0,7,0,4,0,2.2,4+,Games,38,0,5,1
5689,1046846443,952222720,USD,0,24057,340,4.5,4.5,2.1.0,12+,Games,37,5,12,1
5690,1046884557,83418112,USD,3.99,366,81,4.5,4.5,1.5,4+,Photo & Video,37,5,13,1
5691,1047042828,58732544,USD,0,0,0,0,0,1.0.4,4+,Games,37,3,2,1
5693,1047113274,0,5,0,4,0,1.9,12+,Book,37,0,1,1,,
5694,1047118827,174221312,USD,0,190,48,4.5,4.5,1.1.8,9+,Games,38,4,1,1
5695,1047205902,170550272,USD,0,328,89,4,3.5,1.2,4+,Games,38,5,23,1
5696,1047246341,196369408,USD,0,32395,469,4,4.5,1.42.13,4+,Games,40,5,6,1
5697,1047264616,53637120,USD,2.99,359,164,4.5,4.5,1.0.1,4+,Games,24,5,1,1
5698,1047340501,16869376,USD,0,4267,800,4.5,4.5,1.2.2,4+,Photo & Video,37,5,2,1
5699,1047354020,39911424,USD,1.99,59,32,2.5,2.5,1.3.1,17+,Entertainment,37,0,1,1
5703,1047566421,197970944,USD,0,33,0,4,0,2.1.0,4+,Games,38,5,3,1
5704,1047595823,141868032,USD,0,140,140,3.5,3.5,1,4+,Games,38,5,23,1
5705,1047605171,41767936,USD,0,0,0,0,0,1.8.1,17+,Entertainment,37,0,2,1
5707,1047610405,137255936,USD,0,404,9,4,4.5,1.7.2,9+,Games,38,5,9,1
5708,1047653834,151479296,USD,0,110,27,3,3.5,1.2,4+,Games,40,5,23,1
5710,1047666264,57072640,USD,0,343,130,4,4.5,1.0.6,9+,Games,43,5,1,1
5711,1047713034,260089856,USD,0,84,34,4,4,1.3,4+,Games,38,5,11,1
5712,1047713752,226242560,USD,0,151,42,4,4,1.2,4+,Games,40,5,11,1
5713,1047733214,353280000,USD,0,258,258,4,4,1,4+,Games,38,2,1,1
5714,1047755798,1223241728,USD,2.99,13,7,4.5,4,1.0.2,9+,Games,38,0,4,1
5715,1047755932,1219964928,USD,6.99,41,17,4.5,4.5,1.0.2,9+,Games,24,5,4,1
5716,1047763490,197273600,USD,9.99,15,1,4,5,1.4,4+,Education,37,5,2,1
5717,1047808261,0,0,0,0,0,1.0.1,17+,Entertainment,37,0,1,1,,
5718,1047821816,699834368,USD,1.99,22,15,3,3.5,1.1,4+,Education,37,5,1,1
5719,1047840202,102995968,USD,0,38,5,4,4,1.2.2,4+,Education,24,5,1,1
5720,1047844240,242224128,USD,2.99,0,0,0,0,1.33,9+,Games,40,5,1,1
5721,1047961826,252826624,USD,0,19199,189,4.5,4.5,1.8.2,4+,Games,38,5,12,1
5722,1048018108,142626816,USD,0.99,0,0,0,0,9.28.0,17+,Travel,37,0,1,1
5723,1048026594,40071168,USD,3.99,375,60,4.5,5,2.4,4+,Photo & Video,38,5,18,1
5725,1048130311,157835264,USD,0,4499,106,4,4,1.2.58,4+,Games,40,5,12,1
5726,1048139188,391602176,USD,3.99,63,53,4.5,4.5,1.1.1,12+,Games,38,5,7,1
5727,1048228014,413392896,USD,4.99,21,21,3,3,1,4+,Education,24,5,1,1
5728,1048260999,413569024,USD,2.99,3,3,4.5,4.5,1,4+,Education,38,0,1,1
5730,1048277914,751667200,USD,6.99,88,88,4.5,4.5,1.0.0,9+,Games,38,5,5,1
5735,1048505998,106972160,USD,0,16,9,4.5,5,1.0.3,9+,Games,40,5,2,1
5736,1048506340,276776960,USD,0,26,15,4,4,1.0.13,9+,Games,40,5,12,1
5738,1048542880,109920256,USD,0,526,14,3,1.5,2.2.0,12+,Games,37,5,1,1
5740,1048559057,569653248,USD,0,539,13,4.5,5,1.1.5,4+,Games,38,5,3,1
5743,1048629983,492288000,USD,13.99,134,30,4.5,4.5,1.0.7,9+,Games,38,5,2,1
5745,1048696422,11619328,USD,2.99,77,28,3,3.5,1.1,4+,Games,37,4,1,1
5746,1048702554,464481280,USD,0,709,142,3.5,4,1.2,12+,Games,37,5,1,1
5748,1048831615,264025088,USD,0.99,50,50,4.5,4.5,1,4+,Games,38,5,1,1
5749,1048838824,10936320,USD,0,81,9,3.5,4,1.2,4+,Games,40,5,1,1
5751,1048849149,13606912,USD,0,0,0,0,0,1.0.1,4+,Games,40,5,2,1
5754,1048868250,25976832,USD,0,0,0,0,0,1.0.1,12+,Book,40,0,3,1
5755,1048881232,415886336,USD,0,84,0,4,0,9.12.0001,4+,Education,38,5,10,1
5758,1048896882,253070336,USD,0,2758,26,4.5,4.5,3.3.8,9+,Games,37,5,7,1
5759,1048899002,74435584,USD,0,3,3,5,5,3.0.1,4+,Photo & Video,37,5,2,1
5761,1048914472,0.99,0,0,0,0,1.0.5,4+,Education,37,0,1,1,,
5762,1048925081,0,0,0,0,0,1.0.2,9+,Games,40,2,1,1,,
5763,1049078653,80755712,USD,0,257,1,3.5,2,2.0.1,12+,Sports,37,5,10,1
5767,1049201894,0,0,0,0,0,1.1.1,4+,Games,37,0,2,1,,
5771,1049234587,106551296,USD,0,3788,363,3.5,4.5,3.0.2,4+,Health & Fitness,37,5,8,1
5772,1049254261,23289856,USD,9.99,93,17,4.5,5,6.3.2,17+,Productivity,37,5,2,1
5773,1049257954,177830912,USD,0,256,14,4,4,1.0.6,9+,Games,40,2,1,1
5775,1049316554,0,0,0,0,0,1.0.3,17+,Entertainment,38,5,1,1,,
5776,1049316924,25260032,USD,2.99,90,31,2.5,2.5,2.3,4+,Photo & Video,37,0,14,1
5777,1049321283,82720768,USD,0,329,11,2,2,2.8,12+,Entertainment,37,5,2,1
5778,1049351079,156505088,USD,2.99,78,1,5,1,1.11.1,4+,Health & Fitness,38,5,7,1
5780,1049386519,56366080,USD,2.99,296,296,4,4,1,12+,Games,40,5,1,1
5782,1049649831,66168832,USD,0,0,0,0,0,1.4.1,4+,Games,37,2,5,1
5783,1049682098,83196928,USD,0,692,29,4.5,5,3.6.2,17+,News,37,5,4,1
5789,1050017714,176801792,USD,0,853,142,4.5,4.5,1.3.2,4+,Games,37,5,11,1
5792,1050062943,82789376,USD,0,0,0,0,0,1.1,12+,Games,38,5,1,1
5793,1050162071,35025920,USD,1.99,2718,254,4.5,4.5,1.19,4+,Entertainment,37,2,26,1
5794,1050199833,123295744,USD,0,223,6,4,5,1.2.7,4+,Games,37,5,1,1
5795,1050331109,20144128,USD,1.99,31,23,5,5,1.2,4+,Sports,38,0,1,1
5796,1050339928,29158400,USD,2.99,122,63,4.5,5,2.718291,4+,Entertainment,25,4,1,1
5797,1050342815,248636416,USD,1.99,44,12,4.5,5,1.0.2,12+,Games,38,5,1,1
5798,1050367912,63880192,USD,0,280,9,3,2.5,1.2.3,4+,Entertainment,37,0,1,1
5799,1050402885,121593856,USD,1.99,28,12,4.5,4,1.1.1,4+,Games,37,5,2,1
5801,1050452180,16276480,USD,0,40,12,3,2.5,2.2.1,4+,Health & Fitness,37,0,7,1
5802,1050535507,630801408,USD,1.99,55,1,5,5,1.4.1,4+,Games,37,5,1,1
5805,1050563650,0,1,1,5,5,1.1.0,4+,Games,40,5,1,1,,
5809,1050608523,210450432,USD,0,21,1,2,2,1.3.0,4+,Games,40,5,6,1
5813,1050712293,60706816,USD,0,372,98,4,4,1.0.8,4+,Education,37,5,1,1
5814,1050745469,168200192,USD,0,7177,123,5,4.5,1.127,12+,Games,40,5,10,1
5815,1050763662,837582848,USD,6.99,66,66,4,4,1.0.0,9+,Games,38,5,4,1
5816,1050831202,178905088,USD,0,25834,2004,4.5,4.5,2.2.1,12+,Games,38,5,1,1
5819,1050893183,263524352,USD,0,738,1,4.5,5,1.6.0,9+,Games,38,5,12,1
5822,1050973882,119991296,USD,0,347,7,4,3.5,1.8.0,12+,Games,37,5,7,1
5823,1050988480,106311680,USD,2.99,49,19,3,3.5,1.0.1,4+,Education,37,5,1,1
5825,1051124278,892332032,USD,0,10701,150,4.5,4.5,1.4.0,12+,Games,38,5,7,1
5826,1051141720,14870528,USD,4.99,64,17,3.5,4,4,4+,Social Networking,37,5,1,1
5830,1051195210,13839360,USD,1.99,0,0,0,0,2.1,4+,Business,38,0,0,1
5831,1051209606,234463232,USD,1.99,17,2,4,3,2,4+,Education,38,5,16,1
5834,1051326718,41629696,USD,9.99,17,1,4,5,3.1,4+,Utilities,37,2,1,1
5835,1051334048,222176256,USD,0,5217,60,4,4.5,1.11.38,9+,Games,38,5,1,1
5836,1051411202,26969088,USD,0,0,0,0,0,1.2,4+,Photo & Video,37,0,2,1
5837,1051434604,1766508544,USD,1.99,188,35,4.5,4.5,1.0.5,4+,Games,38,5,11,1
5839,1051573241,223283200,USD,0,20,1,4.5,5,1.12.7,9+,Games,38,5,2,1
5842,1051638513,249482240,USD,0,687,496,4,4,1.0.2,4+,Games,38,5,1,1
5843,1051656345,10645504,USD,0,10,0,1,0,2.0.1,4+,Sports,37,0,9,1
5844,1051708566,79784960,USD,0,6,0,4.5,0,2.7.1,4+,Lifestyle,37,0,2,1
5846,1051755724,18636800,USD,1.99,32,32,5,5,1.1,4+,Sports,38,0,1,1
5847,1051767749,25202688,USD,0,6083,112,4,3.5,1.4,4+,Entertainment,37,0,11,1
5849,1051910636,110689280,USD,0.99,0,0,0,0,1.21,4+,Games,37,3,4,1
5850,1051927783,931504128,USD,0,2250,483,4.5,4.5,1.4.3673,9+,Games,37,5,10,1
5852,1052024839,0,0,0,0,0,1.0.0,12+,Games,38,0,1,1,,
5853,1052035509,101354496,USD,2.99,17,13,3.5,3.5,1.1,12+,Games,40,5,1,1
5857,1052065651,322198528,USD,0,438,438,4,4,1,4+,Games,38,5,1,1
5858,1052087662,152170496,USD,0,0,0,0,0,9.11.1000,4+,Education,38,5,12,1
5859,1052109508,315251712,USD,0.99,0,0,0,0,1.1.4,4+,Education,40,5,1,1
5860,1052113323,80548864,USD,0,0,0,0,0,1.0.2,9+,Games,38,2,2,1
5861,1052123679,63243264,USD,0,650,339,4.5,4.5,1.3,4+,Games,38,4,1,1
5862,1052223765,53058560,USD,2.99,253,6,3.5,2.5,2.5.6,4+,Weather,37,5,1,1
5863,1052231801,140345344,USD,0,29548,29548,4,4,1,4+,Games,40,5,1,1
5865,1052491589,164545536,USD,0,1310,169,4.5,4.5,1.3.0,4+,Games,37,5,8,1
5866,1052554029,43807744,USD,0.99,0,0,0,0,1.1.2,4+,Utilities,25,5,1,1
5867,1052556488,125733888,USD,3.99,148,6,5,5,1.9.682,9+,Games,40,5,1,1
5868,1052582820,83648512,USD,0,303,165,4,4.5,1.2,4+,Games,40,5,12,1
5870,1052623015,92015616,USD,0.99,42,5,5,5,2.0.3,12+,Games,40,4,2,1
5871,1052650787,14854144,USD,24.99,0,0,0,0,1.1.7,4+,Utilities,37,3,2,1
5872,1052661250,0,0,0,0,0,1.0.6,12+,Games,38,5,2,1,,
5873,1052682268,982475776,USD,2.99,11,6,4,4.5,1.1,4+,Education,37,5,22,1
5874,1052684130,103174144,USD,0,2,2,4.5,4.5,1.1.9.0,4+,Games,40,5,1,1
5876,1052726188,1003165696,USD,0.99,93,2,4.5,5,1.9.7,4+,Games,40,5,1,1
5877,1052729607,105948160,USD,0,409,22,4.5,4.5,1.2,4+,Games,38,5,11,1
5878,1052730063,335142912,USD,0,5,5,3,3,1,4+,Education,38,5,12,1
5879,1052744048,121030656,USD,0,91,4,3.5,5,1.3,4+,Games,38,5,1,1
5880,1052744981,114878464,USD,0,195,14,3.5,3.5,1.2,4+,Games,38,5,11,1
5881,1052857551,1082765312,USD,6.99,109,109,4,4,1.0.0,9+,Games,38,5,5,1
5883,1052958353,103657472,USD,1.99,61,16,4.5,4.5,1.3,4+,Games,40,5,11,1
5886,1052982491,59080704,USD,0,0,0,0,0,1,4+,Games,40,5,1,1
5888,1052994265,67785728,USD,0,37,3,3.5,3.5,3.03,4+,Lifestyle,37,5,1,1
5890,1052998653,0.99,0,0,0,0,1.1.1,9+,Games,38,5,1,1,,
5892,1053012308,114408448,USD,0,266921,3967,4.5,4,1.8.2,9+,Games,38,5,15,1
5894,1053066296,97004544,USD,0,19,14,4.5,4,1.2,4+,Games,43,5,1,1
5897,1053189283,1230262272,USD,6.99,115,115,4.5,4.5,1.0.0,9+,Games,24,5,4,1
5898,1053254031,1146363904,USD,6.99,65,65,4,4,1.0.0,9+,Games,38,5,5,1
5899,1053276040,444314624,USD,5.99,118,43,3.5,4.5,1.6,12+,Games,38,5,1,1
5900,1053285387,48062464,USD,0,1918,92,2,2.5,4.50.17,12+,Social Networking,37,5,19,1
5901,1053294286,950553600,USD,2.99,10,3,4,3.5,1.1,4+,Education,37,5,1,1
5902,1053294297,793677824,USD,3.99,11,4,4.5,4,1.1,4+,Education,37,5,1,1
5908,1053388964,109751296,USD,0,238,4,4.5,5,1.2.6,4+,Games,38,5,12,1
5912,1053524307,89742336,USD,0,12,12,2.5,2.5,1,9+,Education,38,5,1,1
5913,1053533457,77757440,USD,0,145043,147,4.5,4.5,7.91,4+,Games,38,5,4,1
5914,1053562258,1082294272,USD,6.99,69,69,4,4,1.0.0,9+,Games,38,5,5,1
5915,1053605807,50789376,USD,2.99,156,38,3.5,3.5,2.0.1,4+,Education,40,5,5,1
5916,1053688442,202029056,USD,0,855,38,4.5,4.5,1.0.4,4+,Games,40,5,1,1
5920,1053795896,218162176,USD,0.99,4,4,2,2,104,12+,Games,40,3,1,1
5921,1053800699,121712640,USD,0,0,0,0,0,9.11.1000,4+,Education,38,5,12,1
5922,1053807892,469181440,USD,0,0,0,0,0,1,4+,Games,40,5,1,1
5923,1053808624,255488000,USD,0,144,27,4,4.5,1.3.0,4+,Games,38,5,11,1
5924,1053874290,18821120,USD,0,5934,797,4.5,4.5,1.6.4,4+,Productivity,37,2,1,1
5926,1053946396,19808256,USD,1.99,54,54,5,5,1,4+,Sports,38,0,1,1
5927,1054011814,9063424,USD,0,319,286,3.5,3.5,1.2,12+,Music,37,5,1,1
5929,1054033219,126672896,USD,0,2288,2,2.5,1.5,1.1.44,12+,Entertainment,37,0,3,1
5930,1054256307,0,0,0,0,0,1.0.2,17+,Games,38,0,1,1,,
5932,1054297141,17935360,USD,0,0,0,0,0,1.0.1,17+,Photo & Video,37,0,8,1
5936,1054355169,368076800,USD,2.99,6,6,4,4,1.1.3,4+,Education,38,5,15,1
5937,1054355818,14897152,USD,0,158,5,3,2,2.1,4+,Social Networking,38,0,1,1
5938,1054501757,74267648,USD,1.99,1656,1558,4.5,4.5,1.2,9+,Games,37,5,6,1
5941,1054651434,45747200,USD,0,0,0,0,0,1.3,12+,Games,40,5,2,1
5944,1054829917,27399168,USD,1.99,119,8,4,4.5,1.3,4+,Games,40,5,13,1
5945,1054867839,8943616,USD,0,0,0,0,0,1.0.2,4+,Book,40,0,1,1
5950,1054933075,43940864,USD,0,0,0,0,0,3,12+,Games,40,4,1,1
5951,1054948424,974118912,USD,0,1104,18,4.5,5,2.5.1,12+,Medical,24,5,1,1
5952,1055138354,1398803456,USD,4.99,60,29,4,4,1.02,12+,Games,40,5,6,1
5953,1055204150,75505664,USD,3.99,16,10,4.5,4.5,4.0.6,4+,Book,37,5,1,1
5955,1055274701,123640832,USD,0,473,37,4.5,5,26,4+,Games,37,5,1,1
5957,1055281310,73561088,USD,0,1999,53,1.5,1.5,2.11.0,4+,Lifestyle,37,5,14,1
5959,1055302647,205762560,USD,0,31,0,3.5,0,1.05.005,4+,Games,37,5,1,1
5960,1055333603,1929216,USD,0.99,27,20,2,2.5,1.0.1,4+,Utilities,37,5,1,1
5961,1055359142,656701440,USD,14.99,108,1,5,5,5.3.3,4+,Reference,37,5,1,1
5962,1055376602,88514560,USD,2.99,450,115,4,4,1.2.0,9+,Games,43,5,1,1
5963,1055387127,467670016,USD,3.99,27,0,3.5,0,1.4,4+,Games,37,5,7,1
5964,1055397979,228460544,USD,0,2114,63,4.5,4,3,4+,Games,37,5,2,1
5965,1055455919,150384640,USD,0,1946,15,4.5,5,2.5,9+,Games,37,5,1,1
5966,1055486126,867749888,USD,6.99,78,5,4,4.5,1.0.2,9+,Games,38,5,5,1
5967,1055502792,139769856,USD,0,40619,3279,4,4,1.5.2,4+,Games,38,5,10,1
5968,1055538670,13051904,USD,4.99,203,24,4.5,4.5,2,4+,Photo & Video,37,5,12,1
5969,1055570687,199231488,USD,0,8,1,4.5,1,1.0.9,4+,Games,37,5,2,1
5971,1055571047,168910848,USD,0,1,1,4,4,1.0.2,4+,Games,37,5,2,1
5973,1055596969,0,0,0,0,0,1.0.15,12+,Games,38,5,1,1,,
5974,1055636344,6290432,USD,18.99,79,3,5,5,1.2,4+,Music,37,5,1,1
5975,1055672607,95139840,USD,0,17867,154,4.5,4.5,1.8.0,4+,Games,38,5,1,1
5976,1055677337,15081472,USD,0,477,20,4,4,3.2,17+,Utilities,25,4,41,1
5977,1055680013,1174127616,USD,0.99,0,0,0,0,1.5,12+,Games,40,5,1,1
5978,1055681261,24949760,USD,0.99,1,1,5,5,1.1,4+,Navigation,37,0,1,1
5979,1055684003,283567104,USD,2.99,37,15,4,4,1.2,12+,Games,37,5,11,1
5980,1055697824,132009984,USD,0,105,70,4,4,1.1,4+,Games,40,5,1,1
5982,1055708498,39995392,USD,0.99,528,98,3.5,4.5,1.1.2,12+,Entertainment,37,2,1,1
5983,1055714800,43225088,USD,0.99,6,2,3,1.5,1.21,4+,Lifestyle,43,0,1,1
5984,1055825012,1253449728,USD,6.99,68,68,4.5,4.5,1.0.0,9+,Games,38,5,5,1
5985,1055925081,0,0,0,0,0,1.9.2,9+,Entertainment,37,4,1,1,,
5987,1055962232,7.99,0,0,0,0,1.0.3,12+,Games,40,0,1,0,,
5988,1056011241,9462784,USD,0,0,0,0,0,1.3,17+,Social Networking,37,0,1,1
5989,1056042016,0,0,0,0,0,2.5.1,17+,Finance,37,4,1,1,,
5991,1056224570,41881600,USD,0,153,0,4.5,0,1.7.1,12+,Entertainment,37,3,1,1
5992,1056364454,65548288,USD,0,979,18,3,3,3,17+,Entertainment,37,5,9,1
5993,1056489580,0,8,0,5,0,2.6.0,4+,Shopping,37,0,5,1,,
5999,1056668779,1697630208,USD,0.99,9,3,4,5,2.9.43,12+,Games,38,5,1,1
6000,1056672891,214480896,USD,0,451,37,3.5,2.5,1.11.1430,12+,Games,37,5,1,1
6001,1056681903,293967872,USD,19.99,493,95,4.5,4.5,1.0.6,4+,Music,24,5,7,1
6002,1056683884,1335678976,USD,0,2908,256,4,4.5,1.5,12+,Games,37,5,45,1
6003,1056813463,149793792,USD,0,9068,6398,4,5,4.12.0,4+,Food & Drink,37,0,2,1
6004,1056893074,2013184,USD,2.99,5,0,4.5,0,3,4+,Health & Fitness,37,5,31,1
6005,1056954483,27202560,USD,0.99,67,24,2.5,2.5,2,4+,Games,37,0,1,1
6006,1056963973,14198784,USD,0,1,1,1,1,2.4,4+,Sports,38,5,2,1
6007,1056968162,303671296,USD,1.99,10,0,4.5,0,1.8,4+,Games,37,5,1,1
6009,1056999701,139433984,USD,0.99,66,28,4.5,4.5,1.2.2,9+,Games,37,0,1,1
6010,1057030968,129855488,USD,0,375,107,4,4.5,3.4.1,4+,Weather,37,5,1,1
6012,1057080594,117082112,USD,0,0,0,0,0,1.0.5,12+,Games,40,4,1,1
6017,1057119275,193643520,USD,1.99,0,0,0,0,1.0.5,4+,Health & Fitness,37,0,1,1
6018,1057124368,130563072,USD,0,15,2,5,5,1.4.4,9+,Games,43,0,3,1
6020,1057145653,139398144,USD,0,91,6,4.5,4.5,1.9.0,4+,Games,38,4,15,1
6021,1057172667,73382912,USD,0,522,513,4.5,4.5,1.2,4+,Games,38,5,1,1
6022,1057340661,79211520,USD,0,2645,6,4.5,4.5,1.8.7,4+,Games,37,5,7,1
6023,1057391061,82813952,USD,0,805,89,4.5,4,1.1.0,4+,Games,40,5,1,1
6024,1057403847,190286848,USD,0,839,126,4,4,1.1.0,4+,Games,40,5,1,1
6025,1057415516,184253440,USD,0,2556,268,4.5,4.5,1.3,4+,Games,38,4,1,1
6026,1057415521,175750144,USD,0,3130,2400,4.5,4.5,1.3,4+,Games,38,4,1,1
6027,1057416982,179764224,USD,0,813,802,4.5,4.5,1.2,4+,Games,38,4,1,1
6028,1057446665,0,6,2,4,5,2.0.9,4+,Finance,38,0,1,1,,
6029,1057448045,0,1,1,5,5,1.1.1,12+,Games,43,5,16,1,,
6031,1057510303,33427456,USD,0,11828,0,4.5,0,2.4,4+,Entertainment,37,5,1,1
6034,1057554325,98378752,USD,0,1781,573,4.5,4.5,1.2,4+,Games,37,5,9,1
6035,1057556336,32162816,USD,2.99,28,18,4.5,5,2.2,4+,Games,38,5,7,1
6037,1057633985,231255040,USD,1.99,127,35,4,4.5,2.3,4+,Education,37,5,8,1
6039,1057673686,805212160,USD,6.99,86,86,4.5,4.5,1.0.2,9+,Games,38,5,5,1
6042,1057818838,153300992,USD,0,0,0,0,0,2.9.1,17+,Games,37,0,1,1
6043,1057819454,108829696,USD,0,0,0,0,0,1.8.0,17+,Games,37,0,2,1
6046,1057844059,132756480,USD,0,38159,5370,4.5,4.5,1.3.6,17+,Games,37,5,1,1
6048,1057856541,139215872,USD,0,7,5,3,3,1.1.1,4+,Games,40,5,2,1
6049,1057870288,132108288,USD,0,510,66,4,4,1.34,4+,Games,38,5,13,1
6051,1057889290,103051264,USD,0,8054,44,4.5,4.5,1.2.13,9+,Games,37,5,1,1
6053,1057925633,98095104,USD,2.99,395,38,4.5,4.5,1.2.1,4+,Education,38,5,18,1
6054,1057961675,202866688,USD,0,11123,202,4.5,4.5,1.0.5761,4+,Games,37,5,1,1
6056,1058023292,1084403712,USD,6.99,86,86,4,4,1.0.0,9+,Games,38,5,5,1
6057,1058036662,1133731840,USD,6.99,77,77,4.5,4.5,1.0.0,9+,Games,38,5,4,1
6058,1058156533,140770304,USD,0,0,0,0,0,3.0.2,4+,Games,37,3,1,1
6064,1058287503,40784896,USD,0,1340,264,5,5,4.0.6,4+,Entertainment,24,5,1,1
6065,1058289313,34132992,USD,0,0,0,0,0,2.7.4,17+,Shopping,38,0,1,1
6067,1058304462,18616320,USD,0,0,0,0,0,1.3,17+,Games,37,0,31,1
6068,1058355648,157679616,USD,0,298,83,4,4,1.12,4+,Games,37,4,13,1
6069,1058370552,299586560,USD,0,16259,52,4.5,4.5,0.57.3,4+,Games,38,5,17,1
6071,1058526204,189870080,USD,0,13664,274,4.5,4.5,1.43,12+,Games,37,5,10,1
6072,1058528141,163080192,USD,0,11325,172,5,4.5,2.0.6,12+,Games,38,5,9,1
6073,1058602106,289495040,USD,0,597,72,4,4,1.2.1,9+,Games,37,4,1,1
6074,1058603368,19117056,USD,0,399,17,4.5,4,1.1,4+,Games,38,5,1,1
6075,1058709520,246093824,USD,0,11034,3142,4.5,5,2.0.8,4+,Games,37,5,1,1
6076,1058747457,148336640,USD,0,32,2,4,4.5,9.12.0002,4+,Education,38,5,3,1
6077,1058752053,95742976,USD,0,1,1,5,5,1.1.1,4+,Games,40,5,1,1
6083,1058786785,124008448,USD,0,422,1,4.5,4,1.5.1,4+,Games,38,5,13,1
6084,1058801458,103392256,USD,0,288,100,4.5,4.5,2.1.1,4+,Music,37,5,2,1
6086,1058952530,63633408,USD,0,1722,30,4.5,3.5,2.5,4+,Games,37,5,25,1
6087,1058959277,75443200,USD,0,17865,243,4,4,1.86.1,4+,Food & Drink,37,5,36,1
